id,price_doc
30474,5228878.6875
30475,7667516.5875
30476,5337577.26562
30477,5804768.35938
30478,4398650.9375
30479,7503666.25797
30480,3853587.20312
30481,3968895.825
30482,5101868.27187
30483,4462275.07266
30484,5940624.36656
30485,3999966.1625
30486,3757273.9375
30487,3323294.40312
30488,6297565.49297
30489,5555959.12266
30490,22037667.625
30491,13701770.5781
30492,4784796.875
30493,11815307.2406
30494,6332868.0
30495,10082144.1
30496,7186742.11062
30497,7654048.25625
30498,4246241.03516
30499,7256854.66406
30500,9889118.34375
30501,5917950.39062
30502,2870651.25
30503,4962724.2
30504,5083790.11875
30505,10240192.3839
30506,1573267.08094
30507,4121396.125
30508,4893650.575
30509,7192133.29688
30510,8037707.58891
30511,6184105.76406
30512,5451969.77344
30513,3779572.125
30514,1961510.91094
30515,8383383.07469
30516,5616416.11781
30517,9187881.01438
30518,6785616.54938
30519,4545828.7875
30520,6253349.25078
30521,4542257.85391
30522,6062583.14813
30523,6281856.88125
30524,9828974.51562
30525,10153185.0312
30526,4247724.25
30527,4277943.96563
30528,6320183.01562
30529,6710458.7375
30530,5563186.41094
30531,13469270.2219
30532,4565730.14062
30533,9663264.32812
30534,5285029.94375
30535,8077585.45875
30536,5157969.375
30537,9833055.79453
30538,4648330.65
30539,8259241.58812
30540,8093953.43969
30541,5716464.875
30542,1231430.625
30543,5036596.3875
30544,5577821.01562
30545,8061453.60312
30546,3774874.11328
30547,9366861.13594
30548,4572450.92578
30549,4788669.11953
30550,10688389.0828
30551,4741437.61484
30552,1181641.11188
30553,6474956.15
30554,10373568.4859
30555,5339268.55
30556,7206283.24719
30557,5809337.22187
30558,7901622.5625
30559,5141723.58125
30560,5533152.15625
30561,6038886.13672
30562,11053612.05
30563,4506247.1875
30564,6985855.8
30565,5818424.1375
30566,6684214.78047
30567,1217393.65469
30568,9318968.61875
30569,9981443.20937
30570,6470128.43438
30571,6363127.75391
30572,4174427.7375
30573,5719128.69375
30574,5392280.17031
30575,6736285.54688
30576,3734794.6875
30577,3687262.23594
30578,1486715.22492
30579,6718806.09062
30580,4021793.85938
30581,5151479.55937
30582,11435015.3375
30583,6391351.02813
30584,4020844.95312
30585,2648758.87031
30586,8347265.60938
30587,4994004.9125
30588,7060101.31875
30589,6506413.81875
30590,9947610.08984
30591,4971353.64375
30592,5815118.23672
30593,7397843.89188
30594,6881388.49688
30595,4950449.59687
30596,4331941.49063
30597,5858164.43438
30598,8168545.17422
30599,9310191.66562
30600,5053190.1875
30601,5699565.025
30602,1180379.29688
30603,11240347.8334
30604,4465780.76875
30605,5887321.10859
30606,21993998.625
30607,5929413.27891
30608,8534517.39844
30609,5892810.72187
30610,2706464.01094
30611,4770817.02969
30612,6803425.64062
30613,7727014.38437
30614,14109270.4659
30615,6129650.26875
30616,5004600.89219
30617,8685192.52031
30618,5065012.45937
30619,4264247.0
30620,1442953.05859
30621,8243246.34375
30622,7607036.79687
30623,5802364.875
30624,6348808.45
30625,6766525.28328
30626,6015923.575
30627,5736053.375
30628,5769960.08156
30629,5025854.74375
30630,4783081.40625
30631,5243033.52031
30632,3949095.58125
30633,6017540.3125
30634,9786583.21484
30635,8240079.52969
30636,5503384.11875
30637,8464317.09187
30638,5078196.025
30639,7386460.425
30640,4406748.6125
30641,6736227.4125
30642,6381815.94375
30643,7672228.9
30644,8381759.27969
30645,6749932.76875
30646,5488623.86719
30647,4779472.32109
30648,19893898.9375
30649,1226325.2
30650,4728433.79531
30651,1592062.17656
30652,4205511.17109
30653,6750329.48203
30654,4282905.09375
30655,12918133.4125
30656,3521863.90156
30657,5638796.16016
30658,10537800.8313
30659,4467137.8975
30660,7946316.29688
30661,6069528.49344
30662,7062152.11875
30663,16909744.2281
30664,11585386.7297
30665,5926021.66406
30666,1548197.85859
30667,4127277.11672
30668,7560614.36328
30669,4829351.93125
30670,2419140.04922
30671,7287188.38125
30672,14520508.0312
30673,8203640.05312
30674,10961259.3625
30675,1231430.625
30676,6401248.425
30677,4210508.53125
30678,17326081.8094
30679,5471156.67656
30680,4506825.02813
30681,2126511.42539
30682,8235948.16406
30683,8575872.42641
30684,3958219.2375
30685,7094039.65
30686,8371092.1625
30687,4367119.45312
30688,4007396.44047
30689,13977552.1844
30690,20620918.5
30691,4306273.70625
30692,5282578.64062
30693,8717420.99766
30694,5382505.40625
30695,6014124.95625
30696,6021843.23125
30697,12157617.2438
30698,5212840.05
30699,5579707.10156
30700,4273577.60156
30701,8387529.85406
