id,price_doc
30474,4867316.667
30475,7450053.216
30476,4766158.083
30477,5296840.991
30478,4549745.935
30479,8259398.316
30480,3843883.333
30481,3794087.217
30482,4310457.6
30483,4241995.678
30484,5718626.571
30485,4378251.628
30486,3234398.298
30487,3571699.45
30488,5455309.462
30489,5565071.733
30490,20364249.2
30491,17215072.39
30492,5247322.5
30493,11451403.93
30494,6207858.948
30495,9465845.058
30496,8094646.813
30497,7475851.878
30498,4167255.733
30499,7378481.25
30500,10292513.73
30501,6170801.092
30502,2853906.712
30503,5907867.667
30504,5195313.833
30505,9781715.35
30506,3015103.288
30507,4286065.822
30508,4825800.816
30509,6853010.875
30510,8364950.482
30511,5978375
30512,5735436.783
30513,3837529.886
30514,3225350.95
30515,8822813.416
30516,5277282.816
30517,9944040.211
30518,7880656.956
30519,4065388.375
30520,6349016.658
30521,5413674.408
30522,6802560.642
30523,5850077.2
30524,9857520.833
30525,10270246.85
30526,4460618.054
30527,4427589.095
30528,6147866.333
30529,6104202.5
30530,5656986.667
30531,13181602.55
30532,4338938.962
30533,9504381.075
30534,6008670.348
30535,8670035.805
30536,5297784.002
30537,10601396.33
30538,4490601
30539,8354536.964
30540,8753681.838
30541,5272042.125
30542,1869522.628
30543,5110834.025
30544,5996250
30545,7904417.225
30546,3822477.443
30547,8998600.79
30548,4058907.54
30549,4537153.394
30550,11050894.4
30551,4692841.666
30552,1612054.982
30553,6667988.475
30554,9908567
30555,5680031.49
30556,8322503.503
30557,6599464.708
30558,8506600.533
30559,5697690
30560,5668456.567
30561,6189225.358
30562,11075960.28
30563,4570910.75
30564,6520642.75
30565,5730350
30566,6389871.041
30567,1757081.397
30568,8991871.9
30569,9072381.5
30570,6174739.067
30571,6746085.466
30572,4420321.84
30573,6014856.56
30574,5550000
30575,6938125
30576,4465131.883
30577,3750408.35
30578,2944138.619
30579,6417486.958
30580,4164287.25
30581,4998520.233
30582,11578516.37
30583,6348408.388
30584,4093757.25
30585,2237115.823
30586,8640021.702
30587,5217535.441
30588,6992650.95
30589,6728372.625
30590,11208725.97
30591,4744550.317
30592,5836950
30593,7653104.386
30594,6210590.89
30595,5097125
30596,5557242.154
30597,5998038.356
30598,8761864.023
30599,9518828.125
30600,4701793.361
30601,5507494.1
30602,1553586.919
30603,11063230.39
30604,4136835.5
30605,6202474.722
30606,23173948.23
30607,5883697.725
30608,7887186.425
30609,5629799.861
30610,2807004.192
30611,4944341.684
30612,6606504.7
30613,8114929.513
30614,15166760.02
30615,6739747.95
30616,5078417.751
30617,8575652.8
30618,4495303.867
30619,3982851.5
30620,2309161.868
30621,8210415.742
30622,7033459
30623,5760316.667
30624,6228557.715
30625,7349821.566
30626,5576000
30627,6505916.667
30628,5880648.131
30629,4864695.5
30630,4449728.179
30631,5617720.109
30632,3751602.269
30633,5252355.317
30634,10461849
30635,8789765.563
30636,4905792.017
30637,8816782.056
30638,5383745.967
30639,6978125
30640,4192051.845
30641,7250817.783
30642,5990236
30643,7186227.675
30644,8761855.977
30645,6684912.583
30646,4867361.1
30647,4376723.407
30648,21732290.25
30649,1937651.875
30650,4582346.267
30651,3156843.756
30652,4059498.425
30653,6664331.039
30654,4025766.604
30655,12097649.13
30656,3622944.704
30657,5752442.008
30658,10028990.11
30659,4349209.887
30660,7813141.35
30661,6011822.949
30662,7598212.26
30663,15008831.36
30664,11167899.75
30665,5587172.497
30666,2375926.83
30667,3782588.304
30668,8368986.078
30669,4348248.084
30670,2278479.3
30671,6452924.408
30672,14257573.55
30673,9531842.2
30674,10572893.33
30675,1880120.403
30676,6203200.85
30677,3885853.908
30678,17294358.08
30679,5265509.625
30680,4660608.551
30681,2204415.966
30682,8090027.8
30683,8883831.194
30684,4388528.167
30685,7006875
30686,8765261.3
30687,4648143.578
30688,4046991.958
30689,13350896.75
30690,23498609.82
30691,4099159.175
30692,5515142.733
30693,10318394.78
30694,5080696.5
30695,6437724.744
30696,6078583.333
30697,11188582.8
30698,6848884.8
30699,5457314.375
30700,4558948.763
30701,8806567.328
30702,5614000
30703,3516847.706
30704,10707208.87
30705,8323013.325
30706,22033483.06
30707,3338926.641
30708,12744224.07
30709,5439095.222
30710,6393284
30711,4213130.549
30712,3582065.441
30713,5942808.567
30714,6556666.667
30715,3571602.93
30716,8908456.839
30717,5621500
30718,7812799.7
30719,13497613.39
30720,6560166.667
30721,4292323.825
30722,6542747.419
30723,5639830.512
30724,11191175.63
30725,6224146.958
30726,10564877.87
30727,9034098.763
30728,10564261.1
30729,3153994.746
30730,5815600
30731,5895565.289
30732,4069673.183
30733,9277322.175
30734,6468711.891
30735,5088393.583
30736,4915260.952
30737,6100791.667
30738,5591918.933
30739,3850626.708
30740,6316470.667
30741,10538626.01
30742,3786347.776
30743,4607903.491
30744,8723034.472
30745,6435083.525
30746,5264239.107
30747,13550239.94
30748,15280085.31
30749,4431638.75
30750,6049592.793
30751,2991506.175
30752,6774368.948
30753,9230396.17
30754,5111626
30755,4641103.989
30756,5753363.079
30757,4924559.375
30758,9699632.367
30759,5498898.375
30760,4413026.797
30761,8876943.325
30762,6345733.1
30763,11180558.81
30764,5610684.045
30765,5519228.983
30766,3242596.84
30767,9284445.842
30768,4056522.45
30769,6682122
30770,5565800.891
30771,2749391.371
30772,7834974.7
30773,7509131.791
30774,5180581.05
30775,11294784.45
30776,5387004.117
30777,5624048.781
30778,8255028.6
30779,6123541.667
30780,6990970.883
30781,6129067.709
30782,4897306.333
30783,5200890.827
30784,3355369.745
30785,4861656.317
30786,3914473.766
30787,5742357.185
30788,5311028.251
30789,7008982.458
30790,5846600
30791,9450863.48
30792,6593876.703
30793,10748063.98
30794,12528504.33
30795,10523529.89
30796,11045177.1
30797,13743791.35
30798,2412593.771
30799,10115490
30800,12612539.22
30801,5766772.507
30802,19082676.8
30803,2462506.135
30804,3326644.732
30805,14382532.73
30806,6545740.933
30807,5666500
30808,9705332.535
30809,4547156.157
30810,10703262.27
30811,4015523.359
30812,4998168.333
30813,4689054.467
30814,2317631.164
30815,3591789.208
30816,7611710.717
30817,1689992.743
30818,7160710.933
30819,7294740.458
30820,4769574.75
30821,22600387.25
30822,8460501.4
30823,6569554.963
30824,3316901.536
30825,5005833.093
30826,9814750
30827,5005197.11
30828,5341110.833
30829,4997335.5
30830,8169806.388
30831,6074413.065
30832,5415399.75
30833,4696851.842
30834,3910675.03
30835,7207797.1
30836,6160038.49
30837,4788923.567
30838,4229870.2
30839,5457851.833
30840,10293523.18
30841,10868083.43
30842,6788401.2
30843,5061289.317
30844,6107794.871
30845,8731317.108
30846,3867802.706
30847,5546233
30848,7891667.442
30849,4093023.12
30850,3731805.318
30851,4523389.963
30852,6036123.817
30853,3848945.565
30854,5315313.5
30855,7041952.494
30856,7760057.9
30857,2101189.63
30858,3958599.824
30859,5565324.332
30860,5459776.767
30861,8200423.963
30862,5853337.1
30863,5202297.791
30864,5695000
30865,9310360.758
30866,6821962.021
30867,5553517.85
30868,7873918.65
30869,5373407.208
30870,4784420.667
30871,7782346.475
30872,4500746.307
30873,3518511.044
30874,4557530
30875,6267414.725
30876,4624439.313
30877,9656060.4
30878,5289077.791
30879,10233215.13
30880,5993418.146
30881,1736529.317
30882,10300479.04
30883,3445137.7
30884,5371648.768
30885,4855665.775
30886,7078900.214
30887,5299531.442
30888,4030342.848
30889,4875441.625
30890,6871195.267
30891,3283009.489
30892,3425379.543
30893,4051245.666
30894,5290315
30895,4003561.121
30896,5677614.446
30897,7289397.067
30898,6487284.048
30899,6195222.911
30900,3100121.125
30901,6338176
30902,1902667.243
30903,6549308.923
30904,7531608
30905,5352248.54
30906,6001800
30907,11372881.48
30908,3920213.36
30909,12233181.11
30910,6766311.913
30911,3951960.042
30912,6132197.75
30913,18525365.18
30914,5788163.333
30915,7303934.4
30916,5185764.694
30917,8379708.9
30918,6355234.667
30919,4834212.539
30920,4678934.033
30921,3651217.395
30922,5422154.4
30923,3107549.595
30924,4933523.044
30925,13350816.33
30926,6111565.936
30927,7448744.875
30928,4536356.7
30929,4902843.095
30930,9457978.133
30931,10428919.47
30932,4813505.8
30933,4385359.3
30934,12860221
30935,6451688.678
30936,6685067.27
30937,8466588.039
30938,3710350.349
30939,8715632.809
30940,6195743.395
30941,6125193.608
30942,3308205.019
30943,6254852.831
30944,4673902.653
30945,3443689.792
30946,12533255.6
30947,6536374.614
30948,7917633.7
30949,5907256.369
30950,5794423.667
30951,15110115.12
30952,7257642.224
30953,9415267.117
30954,4423953.847
30955,6173716.4
30956,6527555.273
30957,5597579.733
30958,28946761.8
30959,7689398.917
30960,7041970.883
30961,8234934.575
30962,10203258.67
30963,3435829.731
30964,4377785.75
30965,6601613.973
30966,10723185.2
30967,10809070.73
30968,3281128.963
30969,3154005.524
30970,5895809.341
30971,11107634.93
30972,3376490.224
30973,4859142.971
30974,4776119.625
30975,7188125
30976,4997623.793
30977,6749731.778
30978,7246848.933
30979,3145834.201
30980,6694844.724
30981,5333006.411
30982,6335664.188
30983,3613617.879
30984,5422728.361
30985,3443331.474
30986,9291306.42
30987,8626211.192
30988,5948900
30989,7147264.542
30990,12436224.37
30991,8582180.475
30992,2557750.429
30993,7128053.192
30994,4473408
30995,6401835.667
30996,5491013.616
30997,6822743.814
30998,6050100
30999,6865634.583
31000,7684000
31001,6008040.502
31002,8944287
31003,9099359.325
31004,4041689.688
31005,2583311.07
31006,7290354.537
31007,4456831.742
31008,5252322.163
31009,6248125
31010,6099179.333
31011,3961843.536
31012,5579873.912
31013,6668172.225
31014,13217435.17
31015,7438174.5
31016,3904646.337
31017,9145999.858
31018,5127460
31019,4236515.679
31020,6688884.045
31021,11419144.88
31022,19209355.08
31023,9283571.258
31024,4539053.75
31025,5811159.381
31026,5831642.133
31027,4251135.748
31028,3054299.9
31029,7446330.875
31030,6500440.674
31031,8966885.61
