id,price_doc
30474,5178849.5
30475,7943823.0
30476,5383679.0
30477,5821812.0
30478,4868078.5
30479,8556858.0
30480,4280240.0
30481,4180259.75
30482,4826020.0
30483,4630264.0
30484,6449373.5
30485,4972351.0
30486,3615427.25
30487,3888799.75
30488,6033600.5
30489,6162945.5
30490,20999886.0
30491,18902384.0
30492,5754078.0
30493,13547518.0
30494,6358874.0
30495,11294830.0
30496,9411152.0
30497,8638770.0
30498,4700688.0
30499,7997311.5
30500,11109106.0
30501,7211746.5
30502,3005888.25
30503,6834659.5
30504,5651823.0
30505,11177482.0
30506,3366548.75
30507,4711342.5
30508,5404116.5
30509,7936506.5
30510,9010550.0
30511,6832980.5
30512,6500587.5
30513,4196649.0
30514,3352587.75
30515,9399570.0
30516,5923523.0
30517,10943678.0
30518,8170115.0
30519,4598448.5
30520,7312128.5
30521,6102927.0
30522,7658896.0
30523,6598696.0
30524,10343480.0
30525,10827482.0
30526,4662705.0
30527,4904841.0
30528,6917976.5
30529,6599425.0
30530,5956794.0
30531,15004784.0
30532,4780635.5
30533,10421612.0
30534,6752906.5
30535,9250750.0
30536,5691217.5
30537,12273166.0
30538,4804205.0
30539,9761868.0
30540,9401956.0
30541,6242715.5
30542,2116822.5
30543,5654757.0
30544,6897808.5
30545,8088713.5
30546,4111717.25
30547,9306058.0
30548,4421467.5
30549,5136111.5
30550,12482250.0
30551,5038469.0
30552,1908465.0
30553,7375775.0
30554,11735526.0
30555,6170362.5
30556,8649432.0
30557,8594804.0
30558,9310782.0
30559,6476765.5
30560,6101597.5
30561,6966445.5
30562,11509258.0
30563,5061024.5
30564,7440299.5
30565,6892120.0
30566,7189419.0
30567,1906015.75
30568,10269724.0
30569,9710530.0
30570,6511991.0
30571,7491111.5
30572,4930593.0
30573,6308267.5
30574,6195436.0
30575,7797870.5
30576,4959936.5
30577,4211335.5
30578,3208828.0
30579,7467271.5
30580,4800623.5
30581,5763841.5
30582,12966266.0
30583,6843586.5
30584,4646686.5
30585,2518013.25
30586,8895006.0
30587,5868149.0
30588,8158606.0
30589,7841650.5
30590,12967850.0
30591,5119680.0
30592,6926081.5
30593,8686614.0
30594,7325194.0
30595,5602947.0
30596,6638276.0
30597,6314827.5
30598,9333760.0
30599,10348520.0
30600,5657677.5
30601,5954817.5
30602,1635403.125
30603,11856714.0
30604,4676384.5
30605,6381515.0
30606,20138570.0
30607,6790626.0
30608,8576934.0
30609,6182027.5
30610,3003619.75
30611,5462762.0
30612,7522757.5
30613,8061857.0
30614,15123760.0
30615,8041323.0
30616,5549477.0
30617,8955320.0
30618,5028565.5
30619,4495265.0
30620,2484464.0
30621,8768738.0
30622,8129016.0
30623,6366054.0
30624,6879920.0
30625,8047661.5
30626,6352056.5
30627,7563601.0
30628,6213279.0
30629,5342520.0
30630,4646575.5
30631,6159082.5
30632,3887744.75
30633,5897799.5
30634,11504926.0
30635,9461868.0
30636,5467282.0
30637,9421588.0
30638,5988904.0
30639,7396593.5
30640,4545223.5
30641,8317781.5
30642,6568388.0
30643,8430294.0
30644,9333760.0
30645,7329472.0
30646,5236732.0
30647,4732837.0
30648,22277340.0
30649,2261906.25
30650,4878905.5
30651,3461544.25
30652,4530642.0
30653,7517112.5
30654,4517797.0
30655,12457106.0
30656,3911540.5
30657,6683030.0
30658,9694870.0
30659,4793233.0
30660,8748436.0
30661,6766627.5
30662,8225698.5
30663,18797894.0
30664,11077750.0
30665,6192810.0
30666,2696868.5
30667,3987761.5
30668,9038784.0
30669,4796138.0
30670,2473549.5
30671,7492792.5
30672,15481528.0
30673,10963092.0
30674,11764140.0
30675,2035017.625
30676,6960079.0
30677,3961733.75
30678,21557782.0
30679,6112888.5
30680,5124648.0
30681,2337915.5
30682,8843038.0
30683,9380350.0
30684,5020225.0
30685,7735889.5
30686,9093390.0
30687,5066781.5
30688,4392865.5
30689,14197352.0
30690,23753936.0
30691,4506247.0
30692,6427261.5
30693,10886114.0
30694,5748634.5
30695,7229441.0
30696,6058267.0
30697,12088472.0
30698,7736216.0
30699,5917953.5
30700,4930593.0
30701,9333760.0
30702,6364441.5
30703,3884624.25
30704,11596004.0
30705,9083534.0
30706,24729826.0
30707,3506129.0
30708,13779090.0
30709,6084282.0
30710,6721780.5
30711,4594195.0
30712,3969686.25
30713,6131406.5
30714,6735367.5
30715,3752361.0
30716,9380350.0
30717,6117553.5
30718,9481908.0
30719,13013930.0
30720,7858316.5
30721,4618535.0
30722,7110886.5
30723,6338298.5
30724,12025284.0
30725,6662346.5
30726,11652340.0
30727,9504694.0
30728,11451594.0
30729,3247960.25
30730,6436254.0
30731,6370950.5
30732,4504765.5
30733,9480004.0
30734,7171313.0
30735,5374781.0
30736,5821496.5
30737,6763719.0
30738,6053465.0
30739,4183675.75
30740,6935061.0
30741,11521690.0
30742,4363678.0
30743,4893316.0
30744,9437594.0
30745,6997928.0
30746,5564769.5
30747,15039742.0
30748,15754226.0
30749,4894588.5
30750,6583578.0
30751,3239445.5
30752,6994604.5
30753,9710114.0
30754,5690064.5
30755,4594521.5
30756,6512629.0
30757,5614050.5
30758,11134132.0
30759,5723508.0
30760,4023029.5
30761,9766606.0
30762,6763467.5
30763,11902328.0
30764,6253558.0
30765,6234713.0
30766,3442217.5
30767,10115150.0
30768,4588366.5
30769,7076004.0
30770,6097909.5
30771,2802668.0
30772,8677374.0
30773,8181908.0
30774,5833225.0
30775,12447900.0
30776,6040292.0
30777,6210191.0
30778,9095430.0
30779,6552312.0
30780,7477519.0
30781,6692293.0
30782,5315967.0
30783,5479543.5
30784,3658600.25
30785,5517386.0
30786,4192514.75
30787,6300813.0
30788,5600266.5
30789,7574753.5
30790,6541380.5
30791,9795414.0
30792,7222398.0
30793,10758838.0
30794,11953572.0
30795,11457366.0
30796,12630092.0
30797,14411636.0
30798,2669649.0
30799,10636738.0
30800,16131140.0
30801,6158994.0
30802,20177912.0
30803,2955567.5
30804,3549817.25
30805,14640654.0
30806,7194514.5
30807,6172529.5
30808,9898548.0
30809,4895601.5
30810,11921612.0
30811,4427312.0
30812,5545599.0
30813,4961782.0
30814,2530042.0
30815,3733453.0
30816,8498874.0
30817,1818536.0
30818,7849161.5
30819,8144471.5
30820,5335789.5
30821,25387654.0
30822,9048108.0
30823,7331158.0
30824,3526742.75
30825,5493128.5
