id,price_doc
30474,5203604
30475,7964060.16
30476,5094530
30477,5661260.57
30478,4862323.9
30479,8826035.82
30480,4107220.425
30481,4053644.56
30482,4604922
30483,4531371.53
30484,6108178.79
30485,4676072.94
30486,3454100.895
30487,3813964
30488,5824808.36
30489,5941465.6
30490,21739612.44
30491,18376078
30492,5600700
30493,12221482
30494,6624720.62
30495,10100566
30496,8636640.04
30497,7975688.84
30498,4445476
30499,7870380
30500,10977685.6
30501,6580994
30502,3043339.04
30503,6299440
30504,5539156
30505,10428154.52
30506,3214069.495
30507,4568488.54
30508,5143322.24
30509,7303254
30510,8913720.34
30511,6370000
30512,6110594
30513,4088173.88
30514,3435699.925
30515,9397363.08
30516,5620435.24
30517,10589686.94
30518,8391572.42
30519,4328562
30520,6759409.37
30521,5763086
30522,7240958.83
30523,6226528
30524,10490900
30525,10929156
30526,4746368.83
30527,4710793.36
30528,6540520
30529,6493480
30530,6017200
30531,14019684
30532,4614389.78
30533,10106838
30534,6388965.94
30535,9217938.8
30536,5632068.33
30537,11269314
30538,4773090
30539,8879290.98
30540,9302665.68
30541,5602170
30542,1986410.02
30543,5429886
30544,6370000
30545,8396346
30546,4060001.33
30547,9556899.24
30548,4310344.29
30549,4817780.94
30550,11733344
30551,4982198.97
30552,1711298.663
30553,7077854
30554,10516674
30555,6028081.43
30556,8831676.7
30557,7002590
30558,9025408
30559,6044640
30560,6013084
30561,6564922
30562,11747230.6
30563,4847498.46
30564,6914586
30565,6076000
30566,6774691.98
30567,1862731.203
30568,9531676
30569,9616152
30570,6544244
30571,7149136.26
30572,4683995.75
30573,6373070.83
30574,5880000
30575,7350000
30576,4729774
30577,3972332
30578,3118071.88
30579,6796006
30580,4409510
30581,5292392
30582,12258134
30583,6720432.32
30584,4333266
30585,2367787.065
30586,9143867.46
30587,5521300.89
30588,7399098
30589,7118818
30590,11858098
30591,5018972
30592,6174000
30593,8094298.73
30594,6568034.97
30595,5390000
30596,5876026.59
30597,6341538.35
30598,9262812.02
30599,10062150
30600,4969718.67
30601,5820808
30602,1641820.828
30603,11690501.34
30604,4370996
30605,6552969.43
30606,24481282
30607,6215062
30608,8330637
30609,5945796.71
30610,2964293.22
