id,price_doc
30474,5106602.62
30475,7979173.23
30476,5106957.87
30477,5567668.12
30478,4788396.62
30479,8958674.9
30480,4032695.59
30481,4054510.635
30482,4546378.27
30483,4537849.33
30484,6154993.39
30485,4771252.5
30486,3429542.095
30487,3616509.19
30488,5863510.03
30489,5944282.61
30490,22468130.72
30491,19548257.96
30492,5508488.86
30493,13268376.8
30494,6444259.99
30495,10418561.3
30496,8408483.3
30497,8190703.78
30498,4372276.37
30499,7828320.36
30500,10834994.66
30501,6695310.51
30502,2914175.285
30503,6462853.04
30504,5493673.71
30505,11004592.48
30506,3170180.93
30507,4532062.92
30508,5141017.28
30509,7297026.59
30510,8940171.52
30511,6398837.97
30512,6039342.61
30513,4047429.155
30514,3281298.475
30515,9436365.12
30516,5636221.08
30517,10951324.58
30518,8163082.97
30519,4264736.56
30520,6811033.81
30521,5797585.92
30522,7349686.4
30523,6281480.03
30524,10291035.86
30525,11224314.36
30526,4664345.77
30527,4719269.38
30528,6570653.53
30529,6465275.6
30530,5934500.25
30531,14371952.84
30532,4626167.91
30533,10459956.5
30534,6428270.31
30535,9219213.78
30536,5616989.56
30537,11443816.72
30538,4640298.53
30539,8688255.66
30540,9379911.24
30541,5869675.7
30542,2018890.65
30543,5424117.23
30544,6539091.16
30545,8115368.73
30546,3940150.025
30547,9477111.56
30548,4307027.97
30549,4902478.42
30550,11943777.44
30551,4906664.49
30552,1725936.555
30553,7104461.98
30554,10786168.12
30555,5985627.34
30556,8698212.46
30557,7378058.38
30558,9153386.2
30559,6190449.3
30560,5968851.21
30561,6572339.62
30562,11960122.86
30563,4744820.92
30564,6975020.15
30565,6438552.96
30566,6771029.23
30567,1837302.408
30568,9524153.52
30569,9595740.56
30570,6446540.45
30571,7277102.21
30572,4658264.87
30573,6233988.25
30574,5927508.93
30575,7433875.75
30576,4626114.99
30577,3963705.305
30578,3121079.5
30579,6781019.35
30580,4403447.23
30581,5348137.83
30582,12496647.38
30583,6605989.88
30584,4141084.57
30585,2352522.095
30586,8944435.5
30587,5524023.82
30588,7646073.19
30589,7127501.78
30590,12197015.32
30591,5099059.56
30592,6270215.91
30593,7807176.37
30594,6672019.83
30595,5355865.13
30596,6411415.29
30597,6235325.95
30598,9286773.02
30599,10330703.32
30600,4892343.26
30601,5697348.09
30602,1574893.32
30603,11885395.9
30604,4368774.83
30605,6432115.34
30606,24211270.44
30607,6527819.69
30608,8403280.48
30609,5945966.25
30610,2851061.815
30611,5187539.35
30612,6948350.92
30613,8403000.2
30614,16115759.94
30615,7270581.78
30616,5298124.02
30617,8927458.96
30618,4702045.39
30619,4100786.235
30620,2452086.665
30621,8678525.24
30622,7440216.35
30623,6029898.35
30624,6596433.41
30625,7847650.37
30626,6000641.92
30627,7047090.82
30628,6166574.05
30629,5104893.5
30630,4496343.88
30631,5879020
30632,3864784.595
30633,5611228.63
30634,11189066.7
30635,9365449.38
30636,5088081.11
30637,9327477.32
30638,5784364.74
30639,7299845.56
30640,4409052.83
30641,7923332.83
30642,6272237.16
30643,7607951.68
30644,9286773.02
30645,7032562.32
30646,4992634.5
30647,4500723.99
30648,23600983.28
30649,1974904.82
30650,4772053.16
30651,3274499.235
30652,4286310.28
30653,7057084.86
30654,4177617.01
30655,12624940.16
30656,3777179.945
30657,6176231.95
30658,10766250.6
30659,4520093.2
30660,8193797.64
30661,6473370.4
30662,8065887.55
30663,16471585.2
30664,11595155.18
30665,5907080.83
30666,2442252.12
30667,3932086.83
30668,8780306.08
30669,4697473.69
30670,2338757.995
30671,7029337.14
30672,15864123.38
30673,10208807.98
30674,11333166.88
30675,1953019.215
30676,6533499.77
30677,3859845.15
30678,19604266.92
30679,5607713.86
30680,4861173.38
30681,2284896.705
30682,8574260.1
30683,9320897.6
30684,4565813.63
30685,7352294.18
30686,9272577.72
30687,4827664.73
30688,4232508.77
30689,13590620.4
30690,25428667.6
30691,4220155.38
30692,5855530.38
30693,10942596.7
30694,5380484.69
30695,6840874.32
30696,6355039.32
30697,11906883.38
30698,7474082.21
30699,5714701.93
30700,4716641.51
30701,9286773.02
30702,5893413.26
30703,3611046.67
30704,11329492.86
30705,8687452.06
30706,24180488.64
30707,3394257.685
30708,13360357.64
30709,5831261.17
30710,6519862.09
30711,4351057.9
30712,3840077.325
30713,6030461.85
30714,6780534.74
30715,3717350.945
30716,9320897.6
30717,5876049.13
30718,8118310.2
30719,13939554.3
30720,7259232.89
30721,4406366.65
30722,6957043.52
30723,5892592.51
30724,11966693.76
30725,6577286.66
30726,11414757.76
30727,9448756.24
30728,11331459.72
30729,3151010.905
30730,6097254.24
30731,6165509.77
30732,4228558.88
30733,9265099.34
30734,6783943.18
30735,5262064.92
30736,5350836.26
30737,6443565.66
30738,5853676.71
30739,4070647.315
30740,6605322.01
30741,11293591.54
30742,3956442.77
30743,4738905.64
30744,9201944.22
30745,6596382.94
30746,5451862.5
30747,14067949
30748,16498658.68
30749,4546790.36
30750,6310878.07
30751,2995921.985
30752,7075279.54
30753,9552825.38
30754,5315103.01
30755,4726192.1
30756,6025822.53
30757,5136694.99
30758,10410297.94
30759,5697609.26
30760,4354266.91
30761,9678289.88
30762,6597131.66
30763,11762845.92
30764,5877214.84
30765,5828703.86
30766,3266480.385
30767,9581091.52
30768,4124333.92
30769,6812365.63
30770,5856736.76
30771,2683064.335
30772,8121377.11
30773,7930250.16
30774,5426129.66
30775,12025864.2
30776,5702729.76
30777,6038265.59
30778,8766115.68
30779,6312828.27
30780,7291301.43
30781,6377655.27
30782,5134584.07
30783,5383261.52
30784,3440634.47
30785,5156583.11
30786,4005417.29
30787,5923824.62
30788,5489463.14
30789,7230580.14
30790,6159855.66
30791,9792280.54
30792,6876168.53
30793,11562976.88
30794,13360306.68
30795,11076231.46
30796,11894445.22
30797,14464381.54
30798,2490409.32
